,tweet,class,clean_tweet,target
2074,' It's just me ? Or do you NOT want nobody else Texting/Inboxing/Kiking/DMing/Snapchatting/Emailing/ Yo girl or niggah ?,1,want nobody else texting inboxing kiking dming snapchatting emailing yo girl niggah,Offensive
2075,"' Just was old to me , a lil proton feel me ? Some bitches that's gon feel me , some niggahs that won't kill me .",1,old lil proton feel bitch gon feel niggahs kill,Offensive
2076,' Lemme find out you didn't answer my call cause you otp with that niggah &#1041204;,1,lemme find answer call cause otp niggah 1041204,Offensive
2077,' Leo Apolonio Look this niggah did a drive by on the bike http://t.co/3NisWlPNeC,1,leo apolonio look niggah drive bike,Offensive
2078,' Looked at my EX profile and she struggling with that weak ass niggah &#1041204; God Is Good &#1041240;&#1041243;,1,looked ex profile struggling weak as niggah 1041204 god good 1041240 1041243,Offensive
2079,' Ma niggah Alsina be doin his thang . http://t.co/IZA7Lil1Oz,1,niggah alsina doin thang,Offensive
2080,"' Make a niggah buy a ring for ya finger &#1042469; , Jimmies for ya feet &#1043353; Jeans for that back &#1041191; lingerie for the... http://t.co/MxwTT9H4nc",1,make niggah buy ring ya finger 1042469 jimmy ya foot 1043353 jean back 1041191 lingerie,Offensive
2081,' Mann these hoes get nothin ! &#1041233; But some dick and instructions ! &#1041204; If she with mee she fucccccckn ! I said I... http://t.co/1FN2TegZHh,1,mann hoe get nothin 1041233 dick instruction 1041204 mee fucccccckn said,Offensive
2082,' Mannnnn wake y'all bitch asses up Blood !,1,mannnnn wake bitch ass blood,Offensive
2083,' My Charger got my fucked up &#1041184;&#1041185; Finna wrap the cord Tf around my phone this bitch finna charge today cuhz &#1041204;&#1041204;&#1041184;&#1041184; .,1,charger got fucked 1041184 1041185 finna wrap cord tf around phone bitch finna charge today cuhz 1041204 1041204 1041184 1041184,Offensive
2084,' My baby mama trippen and that bitch can shoot &#1041653;&#1041653; .,1,baby mama trippen bitch shoot 1041653 1041653,Offensive
2085,"' Nah I ain't no hoe niggah , no bitch niggah , rich Niggah with the shits Niggah Getchu chipped niggah .",1,nah hoe niggah bitch niggah rich niggah shit niggah getchu chipped niggah,Offensive
2086,"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http://t.co/VeqZF9IK6Q",1,niggah said girl limit thirsty niggahs stay inbox bitch look like kunta kintes,Offensive
2087,' Niggahs stay thinkin I want they girl &#1041204;&#1041204;&#1041204;&#1041204;&#9995; Not nevvvvva niggah .,1,niggahs stay thinkin want girl 1041204 1041204 1041204 1041204 9995 nevvvvva niggah,Offensive
2088,"' No FEELINS for a hoe that ain't ma main thang , ma niggahs on the same thang &#1043359; all ma niggahs gangbang ,... http://t.co/pc0fcynoFU",1,feelins hoe main thang niggahs thang 1043359 niggahs gangbang,Offensive
2089,"' O M G you like stop controllin me , I'm like bitch fuck you thought ? She like niggah fuck you mean !",1,g like stop controllin like bitch fuck thought like niggah fuck mean,Offensive
2090,"' Ok ma Texas bitch keep textin me , callin cryin stressin me &#1041190; Bout where I been but I been with another bitch allegedly &#1043351;&#1043360; .",1,ok texas bitch keep textin callin cryin stressin 1041190 bout another bitch allegedly 1043351 1043360,Offensive
2091,"' Ok my Texas bitch keep textin me , callin cryin stressin me , askin me about where I been but I been with another bitch allegedly &#1043359; .",1,ok texas bitch keep textin callin cryin stressin askin another bitch allegedly 1043359,Offensive
2092,"' On twitter say she ridin for a niggah &#1041219;&#1043215; . That's why I really fuck with her , she down to pull the trigger &#1041653;&#1043359; .",1,twitter say ridin niggah 1041219 1043215 really fuck pull trigger 1041653 1043359,Offensive
2093,' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .,1,p deshawn 1041243 know know darkskin niggah hood named deshawn getting shot tonight,Offensive
2094,' Ran a good game with my Royal niggah &#1043359;&#1042390;&#1043323;,1,ran good game royal niggah 1043359 1042390 1043323,Offensive
2095,"' Said I ain't Neva love no bitcccccch , but these bitches steady lovin on me on me , ayeeee . So what am I... http://t.co/NhB8omAqkm",1,said neva love bitcccccch bitch steady lovin ayeeee,Offensive
2096,"' See I gotta get this money ma palms itchin , niggahs gossip like hoes most of them bitches .",1,see gotta get money palm itchin niggahs gossip like hoe bitch,Offensive
2097,"' Shawty wanna tell me secrets on how to rap niggah , I tell that bitch it's more attractive when you hold it down &#1043359;&#1043351; .",1,shawty wanna tell secret rap niggah tell bitch attractive hold 1043359 1043351,Offensive
2098,"' She drippen vanillaaaaa , she know I'm the pussy killaaaa &#1043291;&#1041196; .",1,drippen vanillaaaaa know pussy killaaaa 1043291 1041196,Offensive
2099,"' She herd I was a dope boy , I herd she was a gold digger &#1043359; , all I know is she a real bitch , so I fuck her like a real niggah .",1,herd dope boy herd gold digger 1043359 know real bitch fuck like real niggah,Offensive
2100,"' She love it when I talk to her crazy &#1041191;&#1041219; Suck a niggah dick , with a whole lotta spit &#1043291; let it drip &#1043292; Yea catch... http://t.co/i3WOHNQo7S",1,love talk crazy 1041191 1041219 suck niggah dick whole lotta spit 1043291 let drip 1043292 yea catch,Offensive
2101,' She was mad for like 5 mins got over it and hit him right back up lol she care about that niggah . http://t.co/w13NFgBHSB,1,mad like 5 minute got hit right back lol care niggah,Offensive
2102,' Somebody come look at this niggah right here * Kevin Hart Voice * lol http://t.co/R2mhWqc2jT,1,somebody come look niggah right kevin havoice lol,Offensive
2103,"' Someone let me know why Drake so cold ? &#1041185;&#1041240;&#1043358;&#1043351;&#1043323; He my favorite rapper , this niggah HARD .",1,someone let know drake cold 1041185 1041240 1043358 1043351 1043323 favorite rapper niggah hard,Offensive
2104,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &#1041233; . We just be... http://t.co/XnTftnwuVD",1,south central niggahs really lovin hoe hoe lovin niggahs 1041233,Offensive
2105,"' That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?",1,fb profile checker thing fake mf added bitch yesterday top fuck fr,Offensive
2106,' That one niggah that grab the AUX cord and start playen weak ass music &#1041204;&#1041204;&#1041204;&#1041204; http://t.co/KOdyDgPgjA,1,one niggah grab aux cord staplayen weak as music 1041204 1041204 1041204 1041204,Offensive
2107,"' The hoes finna be like "" Owieee Trey , August , And Chris Brown can have my baby at the same time &#1041191; "" Lmfaooooooo Hoes ain't loyal .",1,hoe finna like owieee trey august chris brown baby time 1041191 lmfaooooooo hoe loyal,Offensive
2108,' These niggahs bitches call they momma tell her come and get'emm ! It's either that it shoot him or shoot whoever with him .,1,niggahs bitch call momma tell come get emm either shoot shoot whoever,Offensive
2109,' This Niggah Kevin Hart couldn't sit down lmaoooooooooooo My niggah My Niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1043358;&#1043351;&#1043323;,1,niggah kevin hacouldn sit lmaoooooooooooo niggah niggah 1041204 1041204 1041204 1041204 1043358 1043351 1043323,Offensive
2110,"' This be me &#1041204;&#1041204;&#1041204; 
Cuh went from "" Its time to settle down "" to "" Where the hoes at ?! "" &#1041204;&#1041204;&#1041204; . http://t.co/bi9rbvjTUn",1,1041204 1041204 1041204 cuh went time settle hoe 1041204 1041204 1041204,Offensive
2111,' This niggah Yanni like hangin up on NIGGAHS in mid sentence &#1041184;&#1043350; .,1,niggah yanni like hangin niggahs mid sentence 1041184 1043350,Offensive
2112,' This niggah pharrell or whatever this niggah name is don't deserve shit for that white ass gay song .,0,niggah pharrell whatever niggah name deserve shit white as gay song,Hate
2113,' Up runnin these 2K fades with ma niggah Tyreon &#1043323;&#1043359; Leo KO'd lmfaoo,1,runnin 2k fade niggah tyreon 1043323 1043359 leo ko lmfaoo,Offensive
2114,' Waaaaittt niggah holllll'up &#9995; these niggahs come to town start wife'n my old sluts &#1041204;&#1041204;&#1041204;&#1041210;&#1041210; .,1,waaaaittt niggah holllll 9995 niggahs come town stawife n old slut 1041204 1041204 1041204 1041210 1041210,Offensive
2115,' Wake up I'm blessed &#1041243; Steaight Kush No stress &#1043293; Thankin God for ma success &#1043359;&#1041240; Ma bitches say I'm the best &#1043351;&#1043323; .,1,wake blessed 1041243 steaight kush stress 1043293 thankin god success 1043359 1041240 bitch say best 1043351 1043323,Offensive
2116,' With my Bestf Shyanna Pen and ma main niggah Ronnie A. Jackson III &#1043359;&#1041636; Movie bound after we pick up the homies,1,bestf shyanna pen main niggah ronnie jackson iii 1043359 1041636 movie bound pick homies,Offensive
2117,' Y'all complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Don't make you a hoe wtf .,1,complaining thirst trap fr model dress like as stfu make hoe wtf,Offensive
2118,"' Y'all hoes get turned on for no reason &#1041204;&#1041204; 
Be Like "" owieee he got tats , he bang , wifi with no password &#1041191; My... http://t.co/vxADs6boHa",1,hoe get turned reason 1041204 1041204 like owieee got tat bang wifi password 1041191,Offensive
2119,"' Y'all like sayin money don't buy happiness , but name a niggah sitting in a Lambo crying ?",1,like sayin money buy happiness name niggah sitting lambo cry,Offensive
2120,' You Deserve x August Alsina &#1043358;&#1043358; Im dedicating that to all my old side hoes &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1041210;&#1041210;&#1043359; .,1,deserve x august alsina 1043358 1043358 im dedicating old side hoe 1041204 1041204 1041204 1041204 1041210 1041210 1041210 1041210 1041210 1043359,Offensive
2121,' You gottttta be a mad a madddd niggah &#1041204;&#1041204;&#1041204; Sayin ma name ? I must've got you madddddd niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1043359;&#9995;,1,gottttta mad madddd niggah 1041204 1041204 1041204 sayin name must got madddddd niggah 1041204 1041204 1041204 1041204 1041210 1041210 1041210 1043359 9995,Offensive
2122,' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;,1,messin broke niggahs gon broke niggah 1043323 1043323 1043323 1043323 10071 65039,Offensive
2123,"' You niggahs actin like hoes , I can sale those ! &#1041204;&#1041204;&#1041636;",1,niggahs actin like hoe sale 1041204 1041204 1041636,Offensive
2124,"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings "" , bitch you need to catch this touchdown... http://t.co/lMgkDuxzY7",1,tall tree as female 6 0 talkin bout catching feeling bitch need catch touchdown,Offensive
2125,' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now,1,come pussy fucking friend hostel iii really watching right,Offensive
2126,'2' good: Jeter hero for Yankees in send-off http://t.co/oStFoBGuFa via @ESPNNewYork,2,2 good jeter hero yankee send via,Neither
2127,"'Cause they ain't her RT @Jvbir I aint eem watchin the awards yet, but why hoes hatin on Kim K?",1,cause aint eem watchin award yet hoe hatin kim k,Offensive
2128,"'Damn you, whitey!' You'll get a kick out of the 'newest form of white privilege' http://t.co/zLpFZsITOm",0,damn whitey get kick newest form white privilege,Hate
2129,"'Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] http://t.co/WapBCHhuru",2,eff let go cripple 8217 see wendy davis new attack ad video,Neither
2130,"'Every bitch got a fat ass or she $3,000 from it' #RNS",1,every bitch got fat as 3 000 rn,Offensive
2131,"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",2,forget salute trash guy bad war cairo ii sympathize w pockistan gay hurting morale thanks king,Neither
2132,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S",2,scandal sex scene air abc right great pumpkin charlie brown making parent angry,Neither
2133,'Views from the 6' gon be Instagram picture titles for a while...brace yaself my nigs,1,view 6 gon instagram picture title brace yaself nigs,Offensive
2134,"'i drowned in ur pussy so i swam 2ur BuT."" Easily the most eloquent message sent on Xbox Live.",1,drowned ur pussy swam 2ur easily eloquent message sent xbox live,Offensive
2135,(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;),2,turn yellow 161 aceptar este luz rojo 9835 light taking long make bilingual 9835,Neither
2136,(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,2,con also provide colored sticker place nametags member indicate preferred pronoun,Neither
2137,(looks over at oomf) RT @shethepete Does pretending to have no bitches really work or nah?,1,look oomf pretending bitch really work nah,Offensive
2138,(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397,2,via charlie angus sending 8220 made china 8221 canadian flag pin back conservative 8211,Neither
2139,"*Bows down* ""Yes bitchmaster bitch""",1,bow yes bitchmaster bitch,Offensive
2140,*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots,1,backflip thissssssss nigga switch opinion like faggot,Offensive
2141,*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby: Chubbs bout to Earl.,1,gigantic big faggot chubbs bout earl,Offensive
2142,*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch,1,nicolas cage unrolls dusty secret scroll say james madison whiny little bitch,Offensive
2143,*Searches my yellow pages app for the nearest Jack In The Box*,2,search yellow page app nearest jack box,Neither
2144,*Sings* I killed that pussy she died with her eyes open!,1,sings killed pussy died eye open,Offensive
2145,*Teachers call you a pussy for not doing senior skip day*,1,teacher call pussy senior skip day,Offensive
2146,*after BO1 RT @TheGodWriter_: @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.,2,bo1 bruh lol retired mw2 everything trash afterwards,Neither
2147,*bitch breathes* me: could you not?,1,bitch breathes could,Offensive
2148,"*chops* RT @Tweets2Sweet *does bird call, flaps hands*",2,chop bird call flap hand,Neither
2149,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""",0,go olive garden turn cracker go black friday shopping turn nigger,Hate
2150,*karate RT @SirAsshole: Karrenchi still a bird ass bitch,1,karate karrenchi still bird as bitch,Offensive
2151,*live ... lol what's wrong with these bitches man http://t.co/ZJYxCI9Ram,1,live lol wrong bitch man,Offensive
2152,*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick: Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.,1,loud jamaican horn 128226 128227 128226 still single oddess yall find ugliest hoe attractive,Offensive
2153,*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*,1,make wise argument accelerated warholian notion celebrity era vine passing teen mock old wrinkled ball,Offensive
2154,*pops that pussy for singles*,1,pop pussy single,Offensive
2155,*pregnant crazy bitch wus the answer we were looking for...,1,pregnant crazy bitch wu answer looking,Offensive
2156,*puts people/bitch face on*,1,put people bitch face,Offensive
2157,*rubs hands like bird man,2,rub hand like bird man,Neither
2158,"*scrolling through fb* some hoe says ""need a man 2 cuddle in the cold with"" bitch nobody wanna touch your #ratchet ass!",1,scrolling fb hoe say need man 2 cuddle cold bitch nobody wanna touch ratchet as,Offensive
2159,"*squak squak squak squak*
Me: bird shut up!!!
*squak*
Alex: that was an act of defiance 
@Alextalksback",2,squak squak squak squak bird shut squak alex act defiance,Neither
